,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
2789,7961,ELEC,273,BASIC CIRCUIT ANALYSIS,3.5,LAB,Laboratory,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,ELEC 273 = ENGR 273,"Prerequisite: ENGR 213 previously or concurrently; PHYS 205. Units: current, voltage, power, and energy. Elementary wave-forms. Time averages. Ohm?s law. KVL and KCL. Ideal sources. Mesh and node analysis of resistive circuits. Network theorems. Inductors and capacitors and their response to the application of elementary waveforms. Transient response of simple circuits. Natural frequency and damping. Initial conditions. Steady state AC analysis: resonance, impedance, power factor. Delta and Y connections. Ideal operational amplifiers. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_252,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2790,7961,ELEC,273,BASIC CIRCUIT ANALYSIS,3.5,LEC,Lecture,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,ELEC 273 = ENGR 273,"Prerequisite: ENGR 213 previously or concurrently; PHYS 205. Units: current, voltage, power, and energy. Elementary wave-forms. Time averages. Ohm?s law. KVL and KCL. Ideal sources. Mesh and node analysis of resistive circuits. Network theorems. Inductors and capacitors and their response to the application of elementary waveforms. Transient response of simple circuits. Natural frequency and damping. Initial conditions. Steady state AC analysis: resonance, impedance, power factor. Delta and Y connections. Ideal operational amplifiers. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_252,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2791,7961,ELEC,273,BASIC CIRCUIT ANALYSIS,3.5,TUT,Tutorial,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,ELEC 273 = ENGR 273,"Prerequisite: ENGR 213 previously or concurrently; PHYS 205. Units: current, voltage, power, and energy. Elementary wave-forms. Time averages. Ohm?s law. KVL and KCL. Ideal sources. Mesh and node analysis of resistive circuits. Network theorems. Inductors and capacitors and their response to the application of elementary waveforms. Transient response of simple circuits. Natural frequency and damping. Initial conditions. Steady state AC analysis: resonance, impedance, power factor. Delta and Y connections. Ideal operational amplifiers. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_252,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2792,7962,ELEC,275,Principles of Electrical Engineering,3.5,LAB,Laboratory,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_169,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Bachelor,
2793,7962,ELEC,275,Principles of Electrical Engineering,3.5,LAB,Laboratory,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_253,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2794,7962,ELEC,275,Principles of Electrical Engineering,3.5,LEC,Lecture,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_169,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Bachelor,
2795,7962,ELEC,275,Principles of Electrical Engineering,3.5,LEC,Lecture,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_253,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2796,7962,ELEC,275,Principles of Electrical Engineering,3.5,TUT,Tutorial,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_169,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Bachelor,
2797,7962,ELEC,275,Principles of Electrical Engineering,3.5,TUT,Tutorial,Course Prerequisite: PHYS205; Course Co-requisite: ENGR213,UGRD,,"Fundamentals of electric circuits: Kirchoff?s laws, voltage and current sources, Ohm?s law, series and parallel circuits. Nodal and mesh analysis of DC circuits. Superposition theorem, Thevenin and Norton Equivalents. Use of operational amplifiers. Transient analysis of simple RC, RL and RLC circuits. Steady state analysis: Phasors and impedances, power and power factor. Single and three phase circuits. Magnetic circuits and transformers. Power generation and distribution. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.
Prerequisite: ENGR 213 previously or concurrently; PHYS 205.




",GCS_253,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2798,7963,ELEC,311,Electronics I,3.5,LAB,Laboratory,Course Prerequisite: ELEC273,UGRD,,"Diodes: terminal characteristics of junction diodes; analysis of
diode circuits; the small signal model and its application; operation in the
reverse-breakdown region ? Zener diodes; rectifiers, limiting and clamping circuits.
Principle of signal amplification: small signal models; linearity; loading effects; cascaded
amplifiers. MOSFETs: structure and physical operation; current-voltage characteristics;
MOSFET as switch, DC analysis; biasing considerations; small signal analysis, models and
parameters; three basic configurations: common gate, common source, common drain, or
amplification. Overview of BJT circuits: structure and physical operation of BJT; DC
analysis; biasing considerations: small signal analysis and parameters; basic configurations
for amplification. PSPICE: laboratory pre-labs and extensive simulation exercises.
Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_254,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2799,7963,ELEC,311,Electronics I,3.5,LEC,Lecture,Course Prerequisite: ELEC273,UGRD,,"Diodes: terminal characteristics of junction diodes; analysis of
diode circuits; the small signal model and its application; operation in the
reverse-breakdown region ? Zener diodes; rectifiers, limiting and clamping circuits.
Principle of signal amplification: small signal models; linearity; loading effects; cascaded
amplifiers. MOSFETs: structure and physical operation; current-voltage characteristics;
MOSFET as switch, DC analysis; biasing considerations; small signal analysis, models and
parameters; three basic configurations: common gate, common source, common drain, or
amplification. Overview of BJT circuits: structure and physical operation of BJT; DC
analysis; biasing considerations: small signal analysis and parameters; basic configurations
for amplification. PSPICE: laboratory pre-labs and extensive simulation exercises.
Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_254,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2800,7963,ELEC,311,Electronics I,3.5,TUT,Tutorial,Course Prerequisite: ELEC273,UGRD,,"Diodes: terminal characteristics of junction diodes; analysis of
diode circuits; the small signal model and its application; operation in the
reverse-breakdown region ? Zener diodes; rectifiers, limiting and clamping circuits.
Principle of signal amplification: small signal models; linearity; loading effects; cascaded
amplifiers. MOSFETs: structure and physical operation; current-voltage characteristics;
MOSFET as switch, DC analysis; biasing considerations; small signal analysis, models and
parameters; three basic configurations: common gate, common source, common drain, or
amplification. Overview of BJT circuits: structure and physical operation of BJT; DC
analysis; biasing considerations: small signal analysis and parameters; basic configurations
for amplification. PSPICE: laboratory pre-labs and extensive simulation exercises.
Lectures: three hours per week. Tutorial: two hours per week. Laboratory: 15 hours total.",GCS_254,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2801,7964,ELEC,312,Electronics II,3.5,LAB,Laboratory,Course Prerequisite: ELEC311 and ELEC242 or ELEC364,UGRD,,"Differential and multi-stage amplifiers: differential pair; differential gain; common-mode gain and common-mode rejection ratio (CMRR) current mirrors. High frequency models: s-domain analysis, transfer functions; common gate, common source, common drain configurations; common base, common emitter, common collector configurations; wide-band amplifiers. Feedback: general feedback structure; properties of negative feedback; the four basic feedback configurations; loop gain and stability problems. Power amplifiers: classification and output stages; class A, B, C, and AB amplifiers; biasing the class AB amplifier. Introduction to filters, tuned amplifiers, oscillators and mixers. PSPICE: Laboratory pre-labs and extensive simulation exercises. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total. Prerequisite: ELEC 311; ELEC 242 or 364.",GCS_255,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2802,7964,ELEC,312,Electronics II,3.5,LEC,Lecture,Course Prerequisite: ELEC311 and ELEC242 or ELEC364,UGRD,,"Differential and multi-stage amplifiers: differential pair; differential gain; common-mode gain and common-mode rejection ratio (CMRR) current mirrors. High frequency models: s-domain analysis, transfer functions; common gate, common source, common drain configurations; common base, common emitter, common collector configurations; wide-band amplifiers. Feedback: general feedback structure; properties of negative feedback; the four basic feedback configurations; loop gain and stability problems. Power amplifiers: classification and output stages; class A, B, C, and AB amplifiers; biasing the class AB amplifier. Introduction to filters, tuned amplifiers, oscillators and mixers. PSPICE: Laboratory pre-labs and extensive simulation exercises. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total. Prerequisite: ELEC 311; ELEC 242 or 364.",GCS_255,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2803,7964,ELEC,312,Electronics II,3.5,TUT,Tutorial,Course Prerequisite: ELEC311 and ELEC242 or ELEC364,UGRD,,"Differential and multi-stage amplifiers: differential pair; differential gain; common-mode gain and common-mode rejection ratio (CMRR) current mirrors. High frequency models: s-domain analysis, transfer functions; common gate, common source, common drain configurations; common base, common emitter, common collector configurations; wide-band amplifiers. Feedback: general feedback structure; properties of negative feedback; the four basic feedback configurations; loop gain and stability problems. Power amplifiers: classification and output stages; class A, B, C, and AB amplifiers; biasing the class AB amplifier. Introduction to filters, tuned amplifiers, oscillators and mixers. PSPICE: Laboratory pre-labs and extensive simulation exercises. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total. Prerequisite: ELEC 311; ELEC 242 or 364.",GCS_255,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2804,7966,ELEC,321,Introduction to Semiconductor Materials and Devices,3.5,LAB,Laboratory,"Course Prerequisite: CHEM205, ENGR213",UGRD,,"Fundamentals underlying optical and electronic devices. The structure and growth of crystals. The energy band model for elemental and compound semiconductors. Electronic and optical properties of semiconductors. Electroluminescence and photoluminescence. The semiconductor in equilibrium. Carrier transport and non-equilibrium phenomena. Introductions to junctions and devices. The laboratory demonstrates the basic electrical and optical properties of semiconductor materials. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: CHEM 205; ENGR 213.




",GCS_256,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2805,7966,ELEC,321,Introduction to Semiconductor Materials and Devices,3.5,LEC,Lecture,"Course Prerequisite: CHEM205, ENGR213",UGRD,,"Fundamentals underlying optical and electronic devices. The structure and growth of crystals. The energy band model for elemental and compound semiconductors. Electronic and optical properties of semiconductors. Electroluminescence and photoluminescence. The semiconductor in equilibrium. Carrier transport and non-equilibrium phenomena. Introductions to junctions and devices. The laboratory demonstrates the basic electrical and optical properties of semiconductor materials. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: CHEM 205; ENGR 213.




",GCS_256,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2806,7966,ELEC,321,Introduction to Semiconductor Materials and Devices,3.5,TUT,Tutorial,"Course Prerequisite: CHEM205, ENGR213",UGRD,,"Fundamentals underlying optical and electronic devices. The structure and growth of crystals. The energy band model for elemental and compound semiconductors. Electronic and optical properties of semiconductors. Electroluminescence and photoluminescence. The semiconductor in equilibrium. Carrier transport and non-equilibrium phenomena. Introductions to junctions and devices. The laboratory demonstrates the basic electrical and optical properties of semiconductor materials. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: CHEM 205; ENGR 213.




",GCS_256,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2807,7967,ELEC,331,Fundamentals of Electrical Power Engineering,3.5,LAB,Laboratory,Course Prerequisite: ELEC251; ELEC273,UGRD,,"Review of fundamentals of AC circuit analysis. Overview of power systems. Three-phase circuits: balanced three-phase circuits with star and delta connected loads, power measurements. Magnetic circuits. Transformers. Power conversion techniques: single phase AC/DC rectifiers, DC/DC choppers and DC/AC converters. DC machines: Operating principle, separately excited DC motor, torque speed characteristics and control methods using rectifiers and choppers. Induction machines: Theory of three-phase induction machines, equivalent circuit parameters, efficiency, torque speed characteristics and control methods using inverters. Overview of power distribution systems. Safety codes. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 251, 273.




",GCS_257,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2808,7967,ELEC,331,Fundamentals of Electrical Power Engineering,3.5,LEC,Lecture,Course Prerequisite: ELEC251; ELEC273,UGRD,,"Review of fundamentals of AC circuit analysis. Overview of power systems. Three-phase circuits: balanced three-phase circuits with star and delta connected loads, power measurements. Magnetic circuits. Transformers. Power conversion techniques: single phase AC/DC rectifiers, DC/DC choppers and DC/AC converters. DC machines: Operating principle, separately excited DC motor, torque speed characteristics and control methods using rectifiers and choppers. Induction machines: Theory of three-phase induction machines, equivalent circuit parameters, efficiency, torque speed characteristics and control methods using inverters. Overview of power distribution systems. Safety codes. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 251, 273.




",GCS_257,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2809,7967,ELEC,331,Fundamentals of Electrical Power Engineering,3.5,TUT,Tutorial,Course Prerequisite: ELEC251; ELEC273,UGRD,,"Review of fundamentals of AC circuit analysis. Overview of power systems. Three-phase circuits: balanced three-phase circuits with star and delta connected loads, power measurements. Magnetic circuits. Transformers. Power conversion techniques: single phase AC/DC rectifiers, DC/DC choppers and DC/AC converters. DC machines: Operating principle, separately excited DC motor, torque speed characteristics and control methods using rectifiers and choppers. Induction machines: Theory of three-phase induction machines, equivalent circuit parameters, efficiency, torque speed characteristics and control methods using inverters. Overview of power distribution systems. Safety codes. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 251, 273.




",GCS_257,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2810,7971,ELEC,351,Electromagnetic Waves and Guiding Structures,3.0,LEC,Lecture,"Course Prerequisite: ELEC 251, ELEC 242 and ENGR 233",UGRD,,"Maxwell?s equations. Differential forms of the laws of electromagnetism. Boundary conditions. Power and energy. Uniform plane waves. Transmission line theory. Rectangular waveguides. Antennas. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ELEC 251, 365.




",,,,,,
2811,7971,ELEC,351,Electromagnetic Waves and Guiding Structures,3.0,TUT,Tutorial,"Course Prerequisite: ELEC 251, ELEC 242 and ENGR 233",UGRD,,"Maxwell?s equations. Differential forms of the laws of electromagnetism. Boundary conditions. Power and energy. Uniform plane waves. Transmission line theory. Rectangular waveguides. Antennas. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ELEC 251, 365.




",,,,,,
2812,7973,ELEC,353,"Transmission Lines, Waves and Signal Integrity",3.0,LEC,Lecture,Course Prerequisite: ENGR233; ELEC261 or ELEC242 or ELEC 264,UGRD,,"Transmission lines and high-speed logic design. Intersymbol interference and eye patterns. Transmission line circuits in the frequency domain, rise time and bandwidth of digital signals. Maxwell?s equations, plane waves, and antennas. Wireless communications and indoor propagation. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ELEC 242 or 264; ENGR 233.",,,,,,
2813,7973,ELEC,353,"Transmission Lines, Waves and Signal Integrity",3.0,TUT,Tutorial,Course Prerequisite: ENGR233; ELEC261 or ELEC242 or ELEC 264,UGRD,,"Transmission lines and high-speed logic design. Intersymbol interference and eye patterns. Transmission line circuits in the frequency domain, rise time and bandwidth of digital signals. Maxwell?s equations, plane waves, and antennas. Wireless communications and indoor propagation. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ELEC 242 or 264; ENGR 233.",,,,,,
2814,7976,ELEC,363,Fundamentals of Telecommunications Systems,3.5,LAB,Laboratory,"   Course Prerequisite: ENGR371; Never Taken: ELEC462, ELEC463, ELEC466 You must complete 1 of the following rules   Course Prerequisite: ELEC361, ELEC364",UGRD,,"Introduction to basic telecommunications concepts and systems. Analog communications: AM and FM, system level consideration of noise-bandwidth tradeoffs. Digital communications: sampling and quantization, digital modulation techniques, the matched filter. Redundancy encoding. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 364; ENGR 371.
NOTE: Students who have received credit for ELEC 461 may not take this course for credit. 



",,,,,,
2815,7976,ELEC,363,Fundamentals of Telecommunications Systems,3.5,LEC,Lecture,"   Course Prerequisite: ENGR371; Never Taken: ELEC462, ELEC463, ELEC466 You must complete 1 of the following rules   Course Prerequisite: ELEC361, ELEC364",UGRD,,"Introduction to basic telecommunications concepts and systems. Analog communications: AM and FM, system level consideration of noise-bandwidth tradeoffs. Digital communications: sampling and quantization, digital modulation techniques, the matched filter. Redundancy encoding. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 364; ENGR 371.
NOTE: Students who have received credit for ELEC 461 may not take this course for credit. 



",,,,,,
2816,7977,ELEC,364,Signals and Systems II,3.5,LAB,Laboratory,Course Prerequisite: ELEC 242 or 264,UGRD,ELEC 361 = EMAT 312 = ELEC 364,"Sampling of continuous-time signals. Reconstruction of a signal from its samples using interpolation. Laplace Transform. Inverse Laplace Transform. Analysis of systems using Laplace Transform. Unilateral Laplace Transform. Continuous-time filters and their design. The Z-Transform and inverse Z-Transform. Analysis of systems using Z-Transform. Unilateral Z-Transform. Discrete-time filters and their design. Computer-based MATLAB simulation. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 264.
NOTE: Students who have received credit for ELEC 361 may not take this course for credit.



",,,,,,
2817,7977,ELEC,364,Signals and Systems II,3.5,LEC,Lecture,Course Prerequisite: ELEC 242 or 264,UGRD,ELEC 361 = EMAT 312 = ELEC 364,"Sampling of continuous-time signals. Reconstruction of a signal from its samples using interpolation. Laplace Transform. Inverse Laplace Transform. Analysis of systems using Laplace Transform. Unilateral Laplace Transform. Continuous-time filters and their design. The Z-Transform and inverse Z-Transform. Analysis of systems using Z-Transform. Unilateral Z-Transform. Discrete-time filters and their design. Computer-based MATLAB simulation. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 264.
NOTE: Students who have received credit for ELEC 361 may not take this course for credit.



",,,,,,
2818,7977,ELEC,364,Signals and Systems II,3.5,TUT,Tutorial,Course Prerequisite: ELEC 242 or 264,UGRD,ELEC 361 = EMAT 312 = ELEC 364,"Sampling of continuous-time signals. Reconstruction of a signal from its samples using interpolation. Laplace Transform. Inverse Laplace Transform. Analysis of systems using Laplace Transform. Unilateral Laplace Transform. Continuous-time filters and their design. The Z-Transform and inverse Z-Transform. Analysis of systems using Z-Transform. Unilateral Z-Transform. Discrete-time filters and their design. Computer-based MATLAB simulation. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 264.
NOTE: Students who have received credit for ELEC 361 may not take this course for credit.



",,,,,,
2819,7978,ELEC,365,Complex Variables and Partial Differential Equations,3.0,LEC,Lecture,"Course Prerequisite: ENGR213, ENGR233",UGRD,ELEC 362 = ELEC 365,"Review of complex arithmetic. Analytic functions. Taylor and Laurent series. Residue theory. Fourier series. Partial differential equations. Applications to Laplace, heat, and wave equations. Bessel and Legendre functions. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ENGR 213, 233.
NOTE: Students who have received credit for ELEC 261 or 362 may not take this course for credit.



",,,,,,
2820,7978,ELEC,365,Complex Variables and Partial Differential Equations,3.0,TUT,Tutorial,"Course Prerequisite: ENGR213, ENGR233",UGRD,ELEC 362 = ELEC 365,"Review of complex arithmetic. Analytic functions. Taylor and Laurent series. Residue theory. Fourier series. Partial differential equations. Applications to Laplace, heat, and wave equations. Bessel and Legendre functions. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: ENGR 213, 233.
NOTE: Students who have received credit for ELEC 261 or 362 may not take this course for credit.



",,,,,,
2821,7980,ELEC,372,FUNDAMENTALS OF CONTROL SYSTEMS,3.5,LAB,Laboratory,Course Prerequisite: ELEC 242 or 364,UGRD,ELEC 372 = ENGR 372,"Mathematical models of control systems. Characteristics, performance, and stability of linear feedback control systems. Root-locus methods. Frequency response methods. Stability in the frequency domain. Design and compensation of feedback control systems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 242 or 364.
NOTE: Students who have received credit for AERO 371 or ENGR 372 or MECH 371 may not take this course for credit.",GCS_260,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2822,7980,ELEC,372,FUNDAMENTALS OF CONTROL SYSTEMS,3.5,LEC,Lecture,Course Prerequisite: ELEC 242 or 364,UGRD,ELEC 372 = ENGR 372,"Mathematical models of control systems. Characteristics, performance, and stability of linear feedback control systems. Root-locus methods. Frequency response methods. Stability in the frequency domain. Design and compensation of feedback control systems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 242 or 364.
NOTE: Students who have received credit for AERO 371 or ENGR 372 or MECH 371 may not take this course for credit.",GCS_260,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2823,7980,ELEC,372,FUNDAMENTALS OF CONTROL SYSTEMS,3.5,TUT,Tutorial,Course Prerequisite: ELEC 242 or 364,UGRD,ELEC 372 = ENGR 372,"Mathematical models of control systems. Characteristics, performance, and stability of linear feedback control systems. Root-locus methods. Frequency response methods. Stability in the frequency domain. Design and compensation of feedback control systems. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.
Prerequisite: ELEC 242 or 364.
NOTE: Students who have received credit for AERO 371 or ENGR 372 or MECH 371 may not take this course for credit.",GCS_260,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2824,7981,ELEC,390,ELEC. ENG. PROD DESIGN PROJ.,3.0,LEC,Lecture,"Prerequisite: Minimum of 45 credits in BEng (Electrical),COEN 244; ELEC 311; ENGR 290",UGRD,,Please see UGRD Calendar,GCS_261,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2825,7981,ELEC,390,ELEC. ENG. PROD DESIGN PROJ.,3.0,TUT,Tutorial,"Prerequisite: Minimum of 45 credits in BEng (Electrical),COEN 244; ELEC 311; ENGR 290",UGRD,,Please see UGRD Calendar,GCS_261,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2826,7985,ELEC,421,Solid State Devices,3.5,LAB,Laboratory,Course Prerequisite: ELEC321; Never Taken: ELEC422,UGRD,,"Junction theory (PN junctions, Schottky and ohmic contacts, hetero-junctions). Structures and characteristics of diodes, solar cells, bipolar transistors, and fundamentals of MOSFETs. Planar silicon junctions and transistors will be designed, fabricated and evaluated in the laboratory, including resistivity measurements, semiconductor cleaning, oxidation, diffusion, photolithography, etching, metallization, and comparison of design with experimental results. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 321.",GCS_262,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2827,7985,ELEC,421,Solid State Devices,3.5,LEC,Lecture,Course Prerequisite: ELEC321; Never Taken: ELEC422,UGRD,,"Junction theory (PN junctions, Schottky and ohmic contacts, hetero-junctions). Structures and characteristics of diodes, solar cells, bipolar transistors, and fundamentals of MOSFETs. Planar silicon junctions and transistors will be designed, fabricated and evaluated in the laboratory, including resistivity measurements, semiconductor cleaning, oxidation, diffusion, photolithography, etching, metallization, and comparison of design with experimental results. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 321.",GCS_262,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2828,7986,ELEC,422,Design of Integrated Circuit Components,3.5,LAB,Laboratory,"Prerequisite: ELEC 421 and must complete all 200 level courses before enrolling in any 
400 level course",UGRD,,"Structures, characteristics and design of MOS capacitors and MOSFETs. FinFETs, SOI FETs, velocity-modulation transistors, and HFETs. Role of strain
in operation of modern FETs.Planar MOS devices, including capacitors and MOSFETs will be designed, fabricated, and evaluated in the laboratory. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 421.",GCS_263,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2829,7986,ELEC,422,Design of Integrated Circuit Components,3.5,LEC,Lecture,"Prerequisite: ELEC 421 and must complete all 200 level courses before enrolling in any 
400 level course",UGRD,,"Structures, characteristics and design of MOS capacitors and MOSFETs. FinFETs, SOI FETs, velocity-modulation transistors, and HFETs. Role of strain
in operation of modern FETs.Planar MOS devices, including capacitors and MOSFETs will be designed, fabricated, and evaluated in the laboratory. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 421.",GCS_263,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2830,7987,ELEC,423,INTRODUCTION TO ANALOG VLSI,4.0,LAB,Laboratory,Course Prerequisite: ELEC312,UGRD,ELEC 423 = ELEC 498K,"CMOS transistor layout considerations, design rules, circuit extraction. MOSFET modelling, I-V equations, AC equivalent circuits for high-frequency operation, computer-based simulation. Analysis and design of small-scale integrated circuit building blocks including MOS switch, active resistor, current source, current mirror, voltage amplifiers, voltage-reference circuits, multipliers. Analysis and design of medium-scale integrated circuit building blocks including op-amps, fully-differential op-amp and common mode feedback circuits, transconductance amplifiers, transimpedance amplifiers, comparators. Noise analysis. Mismatch analysis and modelling, offset removal techniques. Analog VLSI system examples. Lectures: three hours per week. Laboratory: 30 hours total.
Prerequisite: ELEC 312.",GCS_264,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
